Designator,Mid X,Mid Y,Layer,Rotation
C1,138.025,-116.5,top,180.0
C2,135.2,-113.725,top,270.0
J1,129.88,-113.96,top,0.0
J2,139.55,-120.575,top,0.0
J3,150.2,-113.96,top,0.0
U1,139.6,-111.35,top,270.0
